sale_id,sale_date,customer_id,product_id,product_name,product_line,quantity,unit_price,discount_pct,line_total,channel,region
SALE-000378,2024-08-14,CUST-00139,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,3,149.99,0,449.97,Online,Midwest
SALE-000379,2024-09-24,CUST-00040,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,1,59.99,15,50.99,In-Store,West
SALE-000380,2024-01-05,CUST-00089,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,1,59.99,10,53.99,In-Store,Midwest
SALE-000381,2024-08-08,CUST-00194,PROD-0016,TrailBlazer Rain Shell,Apparel & Footwear,1,84.99,15,72.24,In-Store,West
SALE-000382,2024-04-06,CUST-00204,PROD-0001,AuraSound WB-200 Wireless Earbuds,Electronics & Accessories,1,79.99,0,79.99,In-Store,West
SALE-000383,2024-07-18,CUST-00102,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,1,149.99,15,127.49,Online,West
SALE-000384,2024-09-21,CUST-00021,PROD-0014,UrbanFlex Denim Jacket,Apparel & Footwear,2,74.99,15,127.48,Marketplace,South
SALE-000385,2024-09-29,CUST-00207,PROD-0009,BrewMaster Drip Coffee Maker,Home & Kitchen,1,44.99,15,38.24,Online,West
SALE-000386,2024-05-28,CUST-00219,PROD-0003,"PixelClear 27"" Monitor",Electronics & Accessories,1,229.99,0,229.99,In-Store,West
SALE-000387,2024-09-08,CUST-00116,PROD-0009,BrewMaster Drip Coffee Maker,Home & Kitchen,2,44.99,0,89.98,Online,West
SALE-000388,2024-02-22,CUST-00013,PROD-0018,SummitPeak Hiking Boots,Apparel & Footwear,1,109.99,0,109.99,Online,Northeast
SALE-000389,2024-03-18,CUST-00113,PROD-0001,AuraSound WB-200 Wireless Earbuds,Electronics & Accessories,1,79.99,0,79.99,Online,South
SALE-000390,2024-09-12,CUST-00108,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,2,59.99,25,89.98,In-Store,Midwest
SALE-000391,2024-03-15,CUST-00203,PROD-0002,VoltEdge 65W GaN Charger,Electronics & Accessories,1,39.99,0,39.99,In-Store,South
SALE-000392,2024-04-08,CUST-00019,PROD-0018,SummitPeak Hiking Boots,Apparel & Footwear,1,109.99,20,87.99,Online,Northeast
SALE-000393,2024-05-07,CUST-00098,PROD-0001,AuraSound WB-200 Wireless Earbuds,Electronics & Accessories,1,79.99,0,79.99,Marketplace,South
SALE-000394,2024-02-18,CUST-00064,PROD-0002,VoltEdge 65W GaN Charger,Electronics & Accessories,1,39.99,0,39.99,Marketplace,South
SALE-000395,2024-06-08,CUST-00122,PROD-0013,StrideLine Trail Running Shoe,Apparel & Footwear,2,94.99,20,151.98,Online,Northeast
SALE-000396,2024-09-23,CUST-00187,PROD-0002,VoltEdge 65W GaN Charger,Electronics & Accessories,2,39.99,0,79.98,In-Store,Northeast
SALE-000397,2024-01-27,CUST-00077,PROD-0007,HearthGlow 6-Quart Slow Cooker,Home & Kitchen,1,64.99,15,55.24,Online,South
SALE-000398,2024-06-15,CUST-00029,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,2,149.99,0,299.98,In-Store,Midwest
SALE-000399,2024-05-04,CUST-00150,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,1,34.99,0,34.99,Online,Northeast
SALE-000400,2024-03-20,CUST-00201,PROD-0016,TrailBlazer Rain Shell,Apparel & Footwear,2,84.99,0,169.98,Online,Midwest
SALE-000401,2024-06-22,CUST-00041,PROD-0016,TrailBlazer Rain Shell,Apparel & Footwear,1,84.99,20,67.99,Marketplace,Northeast
SALE-000402,2024-03-19,CUST-00161,PROD-0002,VoltEdge 65W GaN Charger,Electronics & Accessories,1,39.99,10,35.99,In-Store,Northeast
SALE-000403,2024-06-26,CUST-00033,PROD-0016,TrailBlazer Rain Shell,Apparel & Footwear,1,84.99,15,72.24,Online,South
SALE-000404,2024-07-02,CUST-00050,PROD-0001,AuraSound WB-200 Wireless Earbuds,Electronics & Accessories,2,79.99,10,143.98,Online,West
SALE-000405,2024-05-30,CUST-00011,PROD-0016,TrailBlazer Rain Shell,Apparel & Footwear,2,84.99,0,169.98,In-Store,Midwest
SALE-000406,2024-06-14,CUST-00146,PROD-0006,SoundWave Bluetooth Speaker,Electronics & Accessories,1,49.99,10,44.99,Online,Midwest
SALE-000407,2024-09-28,CUST-00213,PROD-0018,SummitPeak Hiking Boots,Apparel & Footwear,1,109.99,0,109.99,Online,Northeast
SALE-000408,2024-01-01,CUST-00068,PROD-0018,SummitPeak Hiking Boots,Apparel & Footwear,1,109.99,15,93.49,In-Store,Midwest
SALE-000409,2024-07-05,CUST-00188,PROD-0006,SoundWave Bluetooth Speaker,Electronics & Accessories,3,49.99,15,127.47,Online,West
SALE-000410,2024-07-17,CUST-00185,PROD-0003,"PixelClear 27"" Monitor",Electronics & Accessories,2,229.99,0,459.98,In-Store,South
SALE-000411,2024-05-24,CUST-00197,PROD-0018,SummitPeak Hiking Boots,Apparel & Footwear,1,109.99,0,109.99,In-Store,South
SALE-000412,2024-02-04,CUST-00029,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,1,34.99,0,34.99,Marketplace,Midwest
SALE-000413,2024-09-05,CUST-00046,PROD-0002,VoltEdge 65W GaN Charger,Electronics & Accessories,1,39.99,0,39.99,Online,South
SALE-000414,2024-09-26,CUST-00165,PROD-0013,StrideLine Trail Running Shoe,Apparel & Footwear,2,94.99,10,170.98,In-Store,West
SALE-000415,2024-02-06,CUST-00013,PROD-0012,CrispAir Countertop Fryer,Home & Kitchen,1,89.99,0,89.99,Marketplace,Northeast
SALE-000416,2024-02-10,CUST-00168,PROD-0016,TrailBlazer Rain Shell,Apparel & Footwear,4,84.99,0,339.96,In-Store,West
SALE-000417,2024-07-31,CUST-00093,PROD-0018,SummitPeak Hiking Boots,Apparel & Footwear,2,109.99,15,186.98,In-Store,Midwest
SALE-000418,2024-02-06,CUST-00015,PROD-0009,BrewMaster Drip Coffee Maker,Home & Kitchen,1,44.99,15,38.24,Online,South
SALE-000419,2024-04-28,CUST-00056,PROD-0017,FlexFit Performance Leggings,Apparel & Footwear,1,39.99,0,39.99,Online,West
SALE-000420,2024-04-01,CUST-00135,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,2,149.99,0,299.98,In-Store,West
SALE-000421,2024-07-02,CUST-00192,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,2,34.99,10,62.98,In-Store,South
SALE-000422,2024-04-02,CUST-00110,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,1,34.99,0,34.99,In-Store,South
SALE-000423,2024-08-14,CUST-00169,PROD-0006,SoundWave Bluetooth Speaker,Electronics & Accessories,1,49.99,20,39.99,Marketplace,West
SALE-000424,2024-07-30,CUST-00141,PROD-0011,GrindWell Manual Coffee Grinder,Home & Kitchen,3,24.99,15,63.72,Online,Midwest
SALE-000425,2024-04-19,CUST-00186,PROD-0011,GrindWell Manual Coffee Grinder,Home & Kitchen,2,24.99,0,49.98,In-Store,West
SALE-000426,2024-08-19,CUST-00191,PROD-0009,BrewMaster Drip Coffee Maker,Home & Kitchen,1,44.99,0,44.99,Online,Northeast
SALE-000427,2024-01-09,CUST-00186,PROD-0002,VoltEdge 65W GaN Charger,Electronics & Accessories,5,39.99,0,199.95,Marketplace,West
SALE-000428,2024-04-23,CUST-00078,PROD-0001,AuraSound WB-200 Wireless Earbuds,Electronics & Accessories,1,79.99,0,79.99,Online,South
SALE-000429,2024-09-18,CUST-00198,PROD-0009,BrewMaster Drip Coffee Maker,Home & Kitchen,4,44.99,0,179.96,Marketplace,South
SALE-000430,2024-07-01,CUST-00040,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,1,34.99,0,34.99,Online,West
SALE-000431,2024-06-02,CUST-00150,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,1,149.99,0,149.99,Online,Northeast
SALE-000432,2024-09-04,CUST-00056,PROD-0003,"PixelClear 27"" Monitor",Electronics & Accessories,2,229.99,0,459.98,In-Store,West
SALE-000433,2024-06-02,CUST-00177,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,2,34.99,0,69.98,In-Store,Northeast
SALE-000434,2024-06-20,CUST-00098,PROD-0003,"PixelClear 27"" Monitor",Electronics & Accessories,2,229.99,0,459.98,In-Store,South
SALE-000435,2024-04-26,CUST-00107,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,3,34.99,10,94.47,In-Store,Midwest
SALE-000436,2024-09-25,CUST-00003,PROD-0013,StrideLine Trail Running Shoe,Apparel & Footwear,1,94.99,0,94.99,In-Store,South
SALE-000437,2024-04-23,CUST-00039,PROD-0011,GrindWell Manual Coffee Grinder,Home & Kitchen,1,24.99,0,24.99,In-Store,Northeast
SALE-000438,2024-09-15,CUST-00101,PROD-0015,CozyKnit Wool Sweater,Apparel & Footwear,2,54.99,0,109.98,Online,Northeast
SALE-000439,2024-06-21,CUST-00202,PROD-0013,StrideLine Trail Running Shoe,Apparel & Footwear,1,94.99,0,94.99,In-Store,Northeast
SALE-000440,2024-02-13,CUST-00013,PROD-0018,SummitPeak Hiking Boots,Apparel & Footwear,1,109.99,0,109.99,Online,Northeast
SALE-000441,2024-09-03,CUST-00179,PROD-0005,StrideFit Fitness Tracker,Electronics & Accessories,2,59.99,0,119.98,In-Store,Midwest
SALE-000442,2024-09-25,CUST-00167,PROD-0007,HearthGlow 6-Quart Slow Cooker,Home & Kitchen,2,64.99,0,129.98,Online,Northeast
SALE-000443,2024-02-15,CUST-00199,PROD-0014,UrbanFlex Denim Jacket,Apparel & Footwear,1,74.99,0,74.99,Online,Midwest
SALE-000444,2024-06-25,CUST-00094,PROD-0012,CrispAir Countertop Fryer,Home & Kitchen,1,89.99,0,89.99,Online,Northeast
SALE-000445,2024-08-14,CUST-00079,PROD-0006,SoundWave Bluetooth Speaker,Electronics & Accessories,5,49.99,10,224.96,Online,West
SALE-000446,2024-07-10,CUST-00210,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,1,149.99,0,149.99,In-Store,West
SALE-000447,2024-05-04,CUST-00022,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,2,34.99,20,55.98,Marketplace,West
SALE-000448,2024-02-26,CUST-00214,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,1,59.99,0,59.99,In-Store,West
SALE-000449,2024-04-18,CUST-00085,PROD-0007,HearthGlow 6-Quart Slow Cooker,Home & Kitchen,2,64.99,0,129.98,In-Store,West
SALE-000450,2024-03-13,CUST-00067,PROD-0018,SummitPeak Hiking Boots,Apparel & Footwear,1,109.99,10,98.99,In-Store,South
SALE-000451,2024-03-28,CUST-00097,PROD-0017,FlexFit Performance Leggings,Apparel & Footwear,1,39.99,0,39.99,Online,Northeast
SALE-000452,2024-01-05,CUST-00179,PROD-0009,BrewMaster Drip Coffee Maker,Home & Kitchen,1,44.99,0,44.99,In-Store,Midwest
SALE-000453,2024-01-10,CUST-00170,PROD-0012,CrispAir Countertop Fryer,Home & Kitchen,3,89.99,0,269.97,Marketplace,West
SALE-000454,2024-09-17,CUST-00099,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,5,149.99,25,562.46,Online,Midwest
SALE-000455,2024-09-29,CUST-00081,PROD-0016,TrailBlazer Rain Shell,Apparel & Footwear,3,84.99,0,254.97,Online,South
SALE-000456,2024-01-12,CUST-00118,PROD-0018,SummitPeak Hiking Boots,Apparel & Footwear,4,109.99,0,439.96,Marketplace,Northeast
SALE-000457,2024-03-21,CUST-00079,PROD-0011,GrindWell Manual Coffee Grinder,Home & Kitchen,1,24.99,0,24.99,In-Store,West
SALE-000458,2024-09-13,CUST-00091,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,1,59.99,0,59.99,Online,Midwest
SALE-000459,2024-01-16,CUST-00066,PROD-0013,StrideLine Trail Running Shoe,Apparel & Footwear,3,94.99,20,227.98,Marketplace,West
SALE-000460,2024-07-20,CUST-00058,PROD-0005,StrideFit Fitness Tracker,Electronics & Accessories,1,59.99,10,53.99,Online,Midwest
SALE-000461,2024-04-26,CUST-00098,PROD-0017,FlexFit Performance Leggings,Apparel & Footwear,5,39.99,0,199.95,In-Store,South
SALE-000462,2024-06-17,CUST-00110,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,4,59.99,0,239.96,Online,South
SALE-000463,2024-04-13,CUST-00168,PROD-0005,StrideFit Fitness Tracker,Electronics & Accessories,2,59.99,15,101.98,Online,West
SALE-000464,2024-08-08,CUST-00181,PROD-0017,FlexFit Performance Leggings,Apparel & Footwear,4,39.99,25,119.97,Marketplace,Northeast
SALE-000465,2024-09-29,CUST-00038,PROD-0006,SoundWave Bluetooth Speaker,Electronics & Accessories,1,49.99,20,39.99,Online,Midwest
SALE-000466,2024-06-12,CUST-00082,PROD-0005,StrideFit Fitness Tracker,Electronics & Accessories,2,59.99,20,95.98,Online,South
SALE-000467,2024-05-20,CUST-00106,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,1,59.99,0,59.99,Online,South
SALE-000468,2024-05-16,CUST-00034,PROD-0006,SoundWave Bluetooth Speaker,Electronics & Accessories,1,49.99,10,44.99,In-Store,Northeast
SALE-000469,2024-01-14,CUST-00153,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,1,149.99,0,149.99,In-Store,Northeast
SALE-000470,2024-08-28,CUST-00123,PROD-0005,StrideFit Fitness Tracker,Electronics & Accessories,1,59.99,10,53.99,Online,Northeast
SALE-000471,2024-03-11,CUST-00219,PROD-0013,StrideLine Trail Running Shoe,Apparel & Footwear,1,94.99,0,94.99,Online,West
SALE-000472,2024-07-30,CUST-00105,PROD-0001,AuraSound WB-200 Wireless Earbuds,Electronics & Accessories,4,79.99,0,319.96,In-Store,Midwest
SALE-000473,2024-08-12,CUST-00052,PROD-0007,HearthGlow 6-Quart Slow Cooker,Home & Kitchen,1,64.99,15,55.24,In-Store,Northeast
SALE-000474,2024-08-06,CUST-00084,PROD-0015,CozyKnit Wool Sweater,Apparel & Footwear,3,54.99,0,164.97,Online,Northeast
SALE-000475,2024-07-20,CUST-00189,PROD-0013,StrideLine Trail Running Shoe,Apparel & Footwear,2,94.99,10,170.98,In-Store,South
SALE-000476,2024-01-20,CUST-00153,PROD-0018,SummitPeak Hiking Boots,Apparel & Footwear,1,109.99,0,109.99,In-Store,Northeast
SALE-000477,2024-05-05,CUST-00212,PROD-0002,VoltEdge 65W GaN Charger,Electronics & Accessories,3,39.99,0,119.97,Online,West
SALE-000478,2024-09-21,CUST-00189,PROD-0002,VoltEdge 65W GaN Charger,Electronics & Accessories,2,39.99,15,67.98,Marketplace,South
SALE-000479,2024-06-04,CUST-00049,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,1,59.99,15,50.99,Online,South
SALE-000480,2024-01-28,CUST-00043,PROD-0014,UrbanFlex Denim Jacket,Apparel & Footwear,1,74.99,10,67.49,Marketplace,Northeast
